event_id,anonymous_id,customer_email,event_type,event_timestamp,session_id,page_url
EVT000007734,6e917a7d-2ca9-4c90-889a-ed4c2a1ee2b3,,checkout_complete,2024-08-23T11:53:07,3828b1486438,/category/blog
EVT000007735,ab1016ea-0621-4def-9dce-43c4b5e374d2,,checkout_complete,2024-10-17T07:33:59,d7f3656bb216,/search/deals
EVT000007736,4c131b50-bdee-4e80-aa9a-c76cf2d8e06a,,add_to_cart,2025-12-29T11:33:47,aa7c1fd06300,/cart/search
EVT000007737,69501d9c-85c7-4348-b5a9-da33c8d763f6,,add_to_cart,2025-08-19T02:15:38,77aaf436f21d,/wishlist/cart
EVT000007738,eb3b1eb9-5e9e-449d-8c12-4b68261ba487,morgan.nakamura538@fastmail.com,add_to_cart,2026-03-31T00:35:47,2e29bb6a9e69,/checkout/outerwear
EVT000007739,0811dff4-e6e1-4e72-a275-df6055901344,stella.chen462@hey.com,checkout_complete,2026-04-09T15:23:39,a68d68197d35,/deals/men
EVT000007740,7072868e-21e3-42cf-b72c-a68cf34a987b,avery.rodriguez598@gmail.com,page_view,2024-04-23T03:23:01,2e4fe94cc398,/new/outerwear
EVT000007741,5f8ff0f4-d51c-4e6e-a857-9a9766acd961,elena.wilson1449@duck.com,page_view,2026-03-13T20:03:39,f7deb75d9310,/outerwear/outerwear
EVT000007742,468112b8-7a70-45e5-8051-1678d15bb5a0,ELENA.BROWN40@OUTLOOK.COM,search,2025-02-23T18:15:46,d71704faf53b,/support/women
EVT000007743,f85009a3-dff6-4d6d-b2ef-cd50528e7a7b,,search,2025-11-17T12:35:21,3a9fac3eecc9,/blog/account
EVT000007744,74db473e-efeb-40e4-ac9f-c4a63499ab24,kendall.cohen146@protonmail.com,page_view,2024-08-09T08:12:50,6171b5a922d2,/blog/outerwear
EVT000007745,23b28ae0-3874-4bea-b0f0-6036d29c0016,sam.wright881@hey.com,checkout_complete,2025-04-15T11:18:24,7d8f80858522,/new/guide
EVT000007746,78eca7b5-766a-493c-b97c-5300b35d3731,,search,2025-01-26T06:52:59,c95406a930c9,/search/footwear
EVT000007747,25c6d51f-847e-4fcc-b7f5-7c71f9bbbb07,Logan.Martin1498@duck.com,page_view,2025-08-23T21:57:46,2f470717ab13,/deals/guide
EVT000007748,ef07af55-a5ea-43a4-9a89-1b64c75875ae,,search,2025-02-16T04:23:54,7e4ee0a3cf6c,/blog/accessories
EVT000007749,13e0c549-ff4e-4d3a-8b47-c1f9c58285c1,ezra.rodriguez1494@icloud.com,checkout_complete,2025-05-17T06:18:01,fe2dbb939154,/account/blog
EVT000007750,68bcab1c-defb-491f-b3f3-990f84a86f92,,add_to_cart,2026-01-02T06:09:45,15d1538b8148,/account/sale
EVT000007751,2fd28b67-3760-43f0-a6f7-59db550658f2,,search,2024-05-30T01:52:44,395459da8ac9,/deals/sale
EVT000007752,6106df13-c969-456d-a5c8-dce3e65f1191,kai.nakamura547@yahoo.com,checkout_complete,2024-11-09T03:19:51,28c696962447,/cart/checkout
EVT000007753,61130360-9210-46ab-bc9e-966e9548b337,sana.lewis21@outlook.com,page_view,2024-09-05T11:36:17,158de6bd2afb,/support/outerwear
EVT000007754,81f330ba-2359-4a09-ad11-e63c044455bd,devon.gonzalez1976@outlook.com,page_view,2026-02-28T07:48:56,4d7997cb796f,/account/sale
EVT000007755,3fe4510c-bc58-4098-993b-ef2f353396f1,,page_view,2025-12-25T04:28:08,50145c930ecc,/footwear/sale
EVT000007756,a518746d-4b91-4f3d-a4a5-8b90fc5ec127,,page_view,2024-02-25T17:24:38,26346db630fd,/guide/search
EVT000007757,853cd314-4e01-4ef5-a402-f6f312dddcb9,,checkout_start,2024-03-19T20:03:33,06a53107b998,/accessories/support
EVT000007758,480d62f9-e5de-40ce-a212-c9fa2f200102,devon.miller922@hey.com,page_view,2024-01-12T13:09:56,aea77393d676,/new/support
EVT000007759,9dcb734b-9c3a-4715-8253-7e563834b345,,search,2025-07-15T09:45:06,e88b63f7c2dc,/support/deals
EVT000007760,74cb0551-133c-4eb8-aced-2f8df7764ae9,,page_view,2025-09-22T06:11:25,c99d01f87184,/footwear/cart
EVT000007761,164470f0-6f8c-4d49-84a4-f111a34941ae,,add_to_cart,2025-01-24T11:11:22,e40305737083,/checkout/men
EVT000007762,f0bb0afe-2c88-4dab-bd2f-e04f3413598c,JULIA.JACKSON1255@ICLOUD.COM,checkout_complete,2024-11-05T12:09:18,584c28eab716,/deals/guide
EVT000007763,ac4bc977-30db-45fa-a994-d4d6656ededb,,search,2025-09-27T09:47:05,c44f2ccde02f,/blog/account
EVT000007764,3aeb4527-6bcb-432f-85b5-14e6bc5e2011,sam.adams693@outlook.com,checkout_complete,2026-02-07T15:07:50,0f95040b5b7d,/support/support
EVT000007765,1f46a7be-20a9-4cae-b7a2-3ab64675a762,,page_view,2025-12-14T04:13:19,17c5340a46fe,/account/wishlist
EVT000007766,06b8efbc-7c5d-4f11-b9a6-96d9d5972cc9,jordan.martin304@icloud.com,page_view,2025-06-18T15:23:54,4c5d41c8ae90,/deals/outerwear
EVT000007767,4a1ec786-2c5e-476b-8bfc-c98561da01d5,,page_view,2025-04-14T09:16:30,7255a5bee133,/category/guide
EVT000007768,5410c960-78b9-425e-8049-d9463d5c4bd8,Blair.Adams1689@gmail.com,page_view,2024-01-31T08:04:40,fefe949bc8f5,/guide/support
EVT000007769,d82c6d86-5420-4cc2-b99a-d65111dd6bf2,,page_view,2024-03-04T11:35:08,629eb99ced51,/search/checkout
EVT000007770,6f915092-c7ee-4553-8968-9c7de8f21f4d,,checkout_start,2024-08-02T09:53:55,00d048a4d1da,/category/wishlist
EVT000007771,ea80e192-4596-40e9-a110-b4abe5ebeb71,,checkout_complete,2026-02-08T08:11:25,31717b9fef39,/wishlist/blog
EVT000007772,ca8a7104-a260-4b6f-a754-f2db1c59d01c,,checkout_complete,2024-08-06T10:23:47,ab1167ab03a8,/search/blog
EVT000007773,8be2a120-948e-4365-8c4b-38d1906f8e10,Taylor.Sanchez355@duck.com,add_to_cart,2024-01-22T07:57:59,35b2efb1f451,/deals/women
EVT000007774,23b19682-b666-4da9-b250-3b3bb8e8c8bf,luna.chen899@duck.com,checkout_start,2026-04-27T20:00:13,d37109a7421d,/checkout/support
EVT000007775,84ec93d0-8d81-44f9-8796-cb1c9beba36f,hayden.miller1974@yahoo.com,add_to_cart,2025-04-01T02:46:43,2ede6e69af0d,/products/women
EVT000007776,4c94d81f-cf1e-41ba-8ba4-17040ee18da5,,checkout_complete,2025-12-19T14:54:38,e4054b483f9d,/wishlist/sale
EVT000007777,10858770-77cf-467a-9561-dc98cf4a9af8,,search,2025-11-08T13:19:23,51074449dd40,/deals/blog
EVT000007778,822c5e2f-c26e-4890-9e29-7a3c39874e19,,page_view,2025-06-25T08:05:02,c99b898b3764,/new/wishlist
EVT000007779,909c5eba-0608-456b-8f9f-25f460149bca,,search,2024-07-22T06:55:16,f20fa0e0d0d1,/deals/category
EVT000007780,e32843bc-b374-4416-9c25-08bf974002aa,,checkout_start,2025-02-01T13:01:00,ec683b490b68,/search/support
EVT000007781,4f610c00-9f87-4ef5-92cc-2acb22688932,kai.white1094@protonmail.com,page_view,2024-08-08T14:27:38,626484470fb8,/blog/support
EVT000007782,dbe5a73c-942c-4d41-b3de-eedfe3b81255,,page_view,2025-01-29T02:04:03,84549fc4944f,/women/men
EVT000007783,02fbc45c-1fb6-4765-b739-a0a66f1b7116,alex.sanchez1169@duck.com,search,2024-02-15T20:11:57,f23aa25afd3a,/deals/footwear
EVT000007784,1ae0d804-7f68-4d1b-977b-27997441c57d,,checkout_start,2024-09-22T12:35:15,0fb7c5449d39,/accessories/search
EVT000007785,1b74a4d1-147f-495e-8c1f-b7116af4c87c,,add_to_cart,2026-03-06T16:53:27,7382597bed29,/accessories/new
EVT000007786,46c62893-1b04-4f31-ad80-9c3c98a4cf15,,add_to_cart,2025-10-18T23:18:14,70a6c1371940,/checkout/deals
EVT000007787,26bb61d6-e01e-4f77-a124-044da48aabf0,JAMIE.NAKAMURA109@OUTLOOK.COM,checkout_start,2026-01-27T08:07:05,7c1b6a4656b0,/search/guide
EVT000007788,6f9773e1-e102-4c29-bd58-5626d8b342e9,,page_view,2026-02-18T16:18:25,4a349fcea425,/sale/new
EVT000007789,a36abd1d-5793-43df-ba26-8b1f6188201c,,add_to_cart,2026-03-07T17:48:31,75b0f750d21e,/outerwear/blog
EVT000007790,65b7429e-e080-4931-95f9-ac043c926a21,ivan.robinson93@hey.com,checkout_complete,2025-02-16T19:29:59,986ecf3a00ff,/cart/new
EVT000007791,fa486dea-8053-470d-9cb1-afb2c13d43b8,,page_view,2025-12-15T09:01:54,13b0528e3fc1,/products/cart
EVT000007792,8b69446b-476b-4139-a8e4-a9a9a0c6c105,,checkout_complete,2025-10-16T04:38:13,b24274f235c4,/wishlist/footwear
EVT000007793,f1a7db7e-8ce4-442c-ac4a-9b0a01d3f7cb,,search,2025-04-29T23:31:44,c7f97f8e055b,/new/guide
EVT000007794,24e2ab76-d07e-43fd-a606-74539021f25d,sage.chen810@protonmail.com,add_to_cart,2024-06-01T04:07:44,10b15d3d9773,/support/products
EVT000007795,de82fc81-cf3b-4696-95e5-7da52c2be00c,Wei.Taylor1014@yahoo.com,checkout_complete,2025-03-16T21:47:19,0f5ab3ab4ef9,/blog/men
EVT000007796,28195d12-78e7-4901-bd02-a4046c70d16c,jordan.scott1933@yahoo.com,search,2025-03-15T15:30:29,b0e104da988b,/men/accessories
EVT000007797,01747866-c16e-4977-993c-4fc0e5129c01,taylor.scott55@icloud.com,search,2024-08-20T11:40:34,86b3b05b47b3,/new/account
EVT000007798,0e3f9a30-02d3-46e5-b404-f272eb50cb13,,checkout_complete,2024-08-06T20:47:57,493bdbc86e85,/support/search
EVT000007799,701f9138-0951-411f-84ba-da9c1a1eef64,,search,2025-08-10T04:10:49,e09f230a2cdd,/category/men
EVT000007800,00db1970-f40b-4f0e-8ebc-ef243f4e4983,,checkout_complete,2025-08-11T01:34:49,2081ec93dde1,/checkout/footwear
EVT000007801,852e7d3e-4c71-41da-88c7-8fb676769b16,KAI.JACKSON726@OUTLOOK.COM,search,2025-08-26T16:25:08,94ae484d4c94,/support/deals
EVT000007802,f23b4c50-6da9-45d1-bb7d-4cf5a8f83ee6,diego.rossi729@gmail.com,checkout_start,2026-04-19T21:11:10,b633cb70fc79,/deals/sale
EVT000007803,b2726382-cb85-40ff-86fd-c0ca6f19d212,riley.williams798@gmail.com,search,2024-10-27T18:39:00,5f48094fd534,/deals/outerwear
EVT000007804,7289bc7d-0a2e-4efa-89da-68d9391bba5f,,page_view,2025-03-28T14:05:19,ee777fafd2d5,/cart/blog
EVT000007805,6ea42080-566c-4b79-89ec-57bcc6672d11,,page_view,2025-12-16T04:05:47,ea5146e68506,/accessories/outerwear
EVT000007806,efc60f8a-8179-4476-b147-57a1b77e8502,emerson.ramirez384@yahoo.com,checkout_start,2025-05-19T04:31:47,3c97087522f6,/support/support
EVT000007807,33090c51-692b-4152-924e-8e62155606a4,noor.martinez668@gmail.com,checkout_start,2024-11-10T12:54:55,3e7050855024,/men/footwear
EVT000007808,eb2b075e-c043-4af8-8501-dc9050b273d7,,page_view,2025-05-04T08:02:22,141f3665a6cd,/account/category
EVT000007809,875d761b-77d0-4827-b2ad-0d4b8697f72f,rowan.patel969@yahoo.com,add_to_cart,2025-09-29T06:03:43,22709b93be80,/wishlist/products
EVT000007810,9c42376c-7dc6-4ca6-bde4-a1a4e47d6aa6,rowan.brown1160@protonmail.com,add_to_cart,2025-05-02T03:47:33,dade58b044bb,/cart/category
EVT000007811,a7da194d-714a-4bcd-bb91-796f04810798,jamie.garcia590@icloud.com,page_view,2024-10-27T00:53:30,2237dc0cfec8,/account/deals
EVT000007812,2fd1fa94-b1e7-46fe-ac5a-d846eb6ba9c4,amara.rodriguez760@fastmail.com,page_view,2024-02-26T05:33:15,16c89a0bb68d,/checkout/search
EVT000007813,951e7d95-3566-403c-874f-e556af5bbe2e,Maya.Martin1999@icloud.com,search,2024-05-10T18:24:48,825653993639,/wishlist/blog
EVT000007814,e1462d96-c4b8-46b5-b50c-c7824c93f5f3,,add_to_cart,2026-04-16T17:27:26,fad8471998ed,/deals/guide
EVT000007815,46ecdbf4-d067-435f-8db3-a2e95f2b7869,,add_to_cart,2025-05-21T06:47:20,9517100e9683,/deals/outerwear
EVT000007816,d6f08ec9-39c9-42d3-934a-fa3c246266e1,sana.allen1383@outlook.com,checkout_complete,2025-01-10T20:17:38,4f51c1995a32,/account/men
EVT000007817,10e8bebc-16d8-43c4-8ace-1a94cfba69b9,,checkout_start,2025-09-04T13:39:03,4a7f1612ba5e,/footwear/checkout
EVT000007818,51ef6ed7-709f-4cb9-a1ad-ac1fa2afbda7,,page_view,2024-03-21T08:05:40,c4728292f900,/account/guide
EVT000007819,5452aa18-3846-4343-8bac-fca92f32a697,,page_view,2024-04-20T12:11:07,7ce19484aaba,/new/women
EVT000007820,d4b24aeb-2854-43b0-af6d-fac2dd313bf8,,checkout_start,2025-12-07T19:05:12,950a0c445bf8,/search/sale
EVT000007821,251360b4-6eba-4e8b-a20a-1ebd516803e1,,checkout_complete,2024-06-12T21:25:07,add20077d654,/wishlist/footwear
EVT000007822,d7dfe288-a25f-4b8d-96f8-d2edfe9fc044,,add_to_cart,2026-02-06T07:24:38,07cd17fc7bcd,/account/outerwear
EVT000007823,0c6fe193-0bc1-42f6-b4a7-8cff22dcef56,,checkout_start,2026-03-28T16:33:18,9cfbaf451c91,/wishlist/women
EVT000007824,02d781be-495c-4e96-826e-f3b6faed9887,,add_to_cart,2025-06-16T22:11:53,e80d9196600d,/wishlist/cart
EVT000007825,bb37d3ed-0eda-4d1f-a738-41c4e8cd6d2e,,page_view,2024-08-12T16:18:54,df454ba97393,/footwear/checkout
EVT000007826,ca263a2c-dbd7-41cf-aeac-d71422a42fa8,,search,2024-01-23T10:07:10,b304f72fbfda,/products/sale
EVT000007827,0de6c320-cc98-4bb1-a88c-c208f2cfbe2b,theo.thomas1610@duck.com,page_view,2025-04-07T16:47:46,b6317cc0738a,/sale/products
EVT000007828,b706e25c-9bb8-46bf-b8ad-a4b867f9f59c,sana.perez1147@gmail.com,page_view,2024-11-24T02:47:22,f1fe80287dcd,/products/products
EVT000007829,ff82e804-ee9d-4229-a66d-72101c9b6d1c,Wei.Harris1378@yahoo.com,checkout_start,2025-10-28T11:27:04,671cc14304c8,/checkout/category
EVT000007830,653b6d08-769d-4086-93fa-cd96b8bc30e5,,checkout_start,2025-01-29T11:31:29,4b8d63d28c4a,/blog/footwear
EVT000007831,904ccb59-c44f-4033-b6af-6f99b3d99e3a,leo.sanchez299@fastmail.com,checkout_start,2026-04-14T10:18:44,eb632e4e1cde,/accessories/sale
EVT000007832,8a66e228-b0cb-44e0-badf-83f4f4a7658a,,checkout_start,2024-09-04T14:14:10,126d25a68a51,/products/guide
EVT000007833,0faee85c-7298-4c3d-8f05-0d4cb6e98e0d,,search,2025-05-31T04:12:49,14272a542d6d,/outerwear/outerwear
EVT000007834,3d7885d4-2a5c-4e6c-810d-81fd9ff9eb8e,,add_to_cart,2026-02-12T16:34:21,1bf685e26fba,/cart/men
EVT000007835,35e0cc56-ace2-4af4-bbda-39209704fbbd,morgan.clark1234@yahoo.com,add_to_cart,2026-02-12T05:07:47,4c148b01a4fe,/women/wishlist
EVT000007836,97ca2e36-3f69-4377-b6d7-ee046e2fc542,kendall.white1259@fastmail.com,checkout_complete,2024-10-15T14:05:55,2841e9ff8119,/category/products
EVT000007837,4ffd88d0-6524-4328-8897-a582fe62b802,,page_view,2025-04-18T19:26:54,bb21ba37b8ef,/women/sale
EVT000007838,a0f2edac-19f8-4a72-ad0c-64ef7faa3c9e,,search,2024-12-24T05:50:10,6f0320bc4ef5,/outerwear/search
EVT000007839,0599a964-1a16-4e3e-b3d0-8aded4bbaabf,Zoe.Jackson1213@gmail.com,checkout_start,2025-06-22T01:52:58,e04d1cd53774,/products/outerwear
EVT000007840,c046dd9f-c0a5-4d58-9168-98cd5d75d0d4,,search,2025-08-29T15:00:17,f705cc88e745,/deals/support
EVT000007841,03fc1f36-12d5-4c20-baa9-a09dc3733198,Leo.Robinson1957@gmail.com,add_to_cart,2025-08-26T08:56:47,29b75310823f,/outerwear/outerwear
EVT000007842,63e8f1c4-08f6-4c10-9782-1a24f6884fb1,,add_to_cart,2025-11-19T12:04:38,57f5fb2789a3,/sale/men
EVT000007843,64a6ccad-17ca-465d-890a-f50b7f2bd0d4,,page_view,2024-05-06T08:03:06,d10264ef63c3,/footwear/deals
EVT000007844,40cdb8b6-881e-481d-a00d-e9dd077a16b3,rowan.kim1940@protonmail.com,checkout_complete,2025-12-19T04:56:51,9407bec066ac,/men/checkout
EVT000007845,688fb31b-ff0b-479c-b1fa-533010caca12,,page_view,2026-02-06T22:02:19,d1a50220c38d,/sale/accessories
EVT000007846,615733bd-7a09-40a4-b55d-4cf88bbdae84,,checkout_complete,2025-11-12T20:31:27,ba86c1497586,/men/search
EVT000007847,057160d0-6187-4157-a0bd-5b29f0466803,,search,2024-07-11T08:35:00,73445aa02f13,/men/new
EVT000007848,3b5c87e6-0fa6-4bca-be1d-2fbf69d4252d,,checkout_complete,2025-04-09T09:04:55,cd35e8a07e4c,/women/new
EVT000007849,a2c3d3e3-3b0a-4cc1-bd70-7346f88baec7,,checkout_start,2025-11-21T23:32:32,33196f46be5a,/sale/cart
EVT000007850,e8de5975-a801-49f4-90f4-87362cebd979,,search,2024-08-24T04:47:48,b462c6a5903c,/cart/cart
EVT000007851,d1f20418-7317-4f30-8a0e-0d1bdd32fa99,,add_to_cart,2024-11-20T15:20:29,eff010a3bda5,/women/cart
EVT000007852,75864b77-df79-43e5-9978-0a05e90ac68f,skyler.garcia706@gmail.com,add_to_cart,2024-04-24T14:39:40,5e041cef77eb,/category/products
EVT000007853,299cfa2d-3cd3-4262-8cff-b45425f42b0a,reese.thompson1080@duck.com,add_to_cart,2025-12-10T06:37:18,9398260e736c,/new/sale
EVT000007854,5871fde4-f21d-405a-92cb-ee4ccf3bd4c0,,add_to_cart,2024-06-12T11:24:45,af2d5ebed70a,/sale/accessories
EVT000007855,5749a5fa-7b66-4f7c-a08c-bf182d55e44c,skyler.johnson1329@fastmail.com,checkout_start,2024-06-13T18:06:15,70ca44384594,/deals/account
EVT000007856,76c90df8-9b10-44ab-abc7-ab40ac933b25,iris.torres799@outlook.com,add_to_cart,2024-03-25T23:51:45,f916a586d253,/women/footwear
EVT000007857,2fd95678-9cab-4afe-83ee-a9adaab3f305,kendall.young1057@yahoo.com,checkout_complete,2025-07-05T07:09:16,7577e4efb87e,/account/men
EVT000007858,7afd4247-3652-40e4-a0aa-b06df0d8e548,,add_to_cart,2026-03-09T14:54:18,fb75e8aa173a,/accessories/outerwear
EVT000007859,e93d2dc0-0c38-4228-9b3c-34dca48fb188,,add_to_cart,2025-07-03T16:20:09,033cfb4972f7,/support/category
EVT000007860,028f1b2e-988d-40f2-978e-ff0dc14ebd4e,,search,2024-04-23T02:59:59,36ae614adf1d,/accessories/footwear
EVT000007861,df63f6ba-75c9-4255-b719-7d7ff9e33f2a,,add_to_cart,2026-04-17T06:17:38,1e0db599ec05,/wishlist/sale
EVT000007862,e410ab01-8945-4a28-b356-912f3e9fbabf,,search,2024-06-05T19:15:49,dbf134ab870c,/account/guide
EVT000007863,efd1b604-4275-4056-bf9f-517e2abe8c4e,elena.torres472@icloud.com,search,2025-09-05T09:38:57,65bb963201bf,/accessories/category
EVT000007864,46161e2c-20ca-41bf-8098-1eb62bf5aeb9,,search,2026-04-02T20:12:19,ecc3b51e39c4,/wishlist/account
EVT000007865,71f69abb-bd32-49d4-bea4-69fb585fbd3a,Ezra.Moore824@hey.com,search,2024-12-13T20:49:21,3264cd9291b2,/products/women
EVT000007866,080995b2-43af-4b22-8e60-dc8039e9798c,elena.chen1216@gmail.com,checkout_complete,2024-03-09T16:45:58,2f417155f6c3,/outerwear/sale
EVT000007867,035c5963-11ba-4d05-a23b-8e0a4d993eb7,DEVON.SMITH1138@OUTLOOK.COM,checkout_start,2025-10-30T01:44:55,acf4c95d81a5,/wishlist/men
EVT000007868,593ff033-834a-4582-a6a6-926971ee775a,,add_to_cart,2025-03-26T11:41:43,8744ebed8681,/men/deals
EVT000007869,2952fc9f-8e70-41bc-89a4-0887c71b5a1a,,checkout_complete,2025-10-27T04:11:05,bebdfd0c69d5,/guide/account
EVT000007870,6ded8afe-59b6-423c-ae07-7e9bbda195d0,leo.chen983@hey.com,checkout_start,2025-08-18T08:36:08,0e28a9e88b3f,/wishlist/blog
EVT000007871,81a2a038-93f3-4ed1-a58f-7d5f06e5d56f,,checkout_start,2024-10-27T17:29:20,4d37114a3001,/outerwear/support
EVT000007872,5a60afd3-cbf8-4b02-9eec-a85163dd7271,nora.sanchez1971@gmail.com,checkout_start,2024-12-24T05:10:49,13231055ff1d,/blog/blog
EVT000007873,7cbe0732-3598-4a23-b56f-59bef014e2a4,Sage.Garcia1073@yahoo.com,page_view,2025-05-13T14:55:42,9d91f74a03d9,/account/account
EVT000007874,a6b6c783-81c6-4244-b80e-db341ab392b5,ivan.king1464@duck.com,checkout_start,2025-02-06T02:50:14,68fab523db41,/account/accessories
EVT000007875,72c3cc66-1c84-45f3-8db5-b6ed99767134,,checkout_start,2024-06-20T04:34:05,799a7e3f803a,/search/search
EVT000007876,42ca1348-7572-4fcd-9e92-ca89c0fef648,rowan.green478@hey.com,page_view,2025-01-27T05:00:07,1ae2d59c7e94,/accessories/cart
EVT000007877,d0dcbe36-3535-4d08-baf8-3c61b41ef6fd,,add_to_cart,2026-01-25T07:53:56,83ef4d7e518d,/footwear/account
EVT000007878,9a6ee393-e9aa-44fb-8526-dd4af2c28a43,aiden.thomas1854@fastmail.com,add_to_cart,2024-01-16T02:34:12,fb1edd2b8dbe,/guide/guide
EVT000007879,0e84663d-7b54-4b9b-a0bc-b47dcab06171,,checkout_start,2026-02-16T19:17:28,4ba37bbfbdaa,/checkout/accessories
EVT000007880,11f7b601-06d2-4e3b-836e-6fa6c9ab54ad,,add_to_cart,2024-08-08T19:24:32,123bb5080096,/blog/category
EVT000007881,372d0dce-9d17-4491-b5c2-13e54cb36c1b,,page_view,2025-01-16T18:21:30,453b81edc388,/outerwear/products
EVT000007882,2b54eba9-8ec1-4e22-a8d0-63e4f27a6fe9,cameron.chen317@fastmail.com,checkout_complete,2024-02-24T02:44:20,c1a9ee83a43d,/guide/search
EVT000007883,8b467605-1a90-4005-aa44-4e610f1ff60f,quinn.scott562@fastmail.com,add_to_cart,2026-01-27T13:53:26,15fea6448209,/accessories/sale
EVT000007884,71f2b802-54e3-48ac-897d-1e223a175bb4,,search,2025-07-01T08:54:00,f0af94025fcb,/checkout/blog
EVT000007885,03e796a0-b56f-424c-84bd-e01104bc74e5,,checkout_complete,2025-01-22T10:06:14,9b3d9caf67d6,/deals/guide
EVT000007886,c7ddc536-3f0a-4a1e-9eb5-ceb2457516bd,,checkout_complete,2024-11-28T16:59:56,94d64efdcec5,/accessories/cart
EVT000007887,ba25913c-52df-4a22-ba3d-f73e5d7ab5fc,,search,2024-03-19T00:40:15,736862869db2,/products/new
EVT000007888,19e9e62f-31f8-4b49-9620-1a422d97735b,,search,2024-08-15T14:05:10,61a64ede2920,/women/new
EVT000007889,ea892167-e6aa-4602-a456-d59f6700c767,,search,2025-10-18T21:07:28,5456dbe0c6f4,/accessories/account
EVT000007890,956e52ee-38dd-4e7b-9a18-fdcdd8b5b062,riley.wilson327@yahoo.com,page_view,2025-08-30T02:20:33,652d74caf8de,/checkout/men
EVT000007891,3f77b3a5-9ace-4cdc-8eee-9f54f2b11faa,,search,2025-11-17T05:32:31,6a9247f2acf0,/products/women
EVT000007892,9651733b-9c2e-4408-b5de-b1dc529e13c0,hana.young94@duck.com,page_view,2025-08-27T06:59:20,c781fdf50baf,/deals/account
EVT000007893,241d8ab7-1302-4116-8c04-3e40ee8bf2a2,,checkout_start,2024-09-06T05:28:22,9894067c3cf2,/products/products
EVT000007894,9ae520b8-adfc-41ae-a727-1595b2547d89,taylor.allen1978@outlook.com,checkout_complete,2025-11-23T09:08:47,29ebcd63ed55,/search/footwear
EVT000007895,33d43db0-091b-476a-be74-4296c3a124df,,checkout_complete,2026-01-02T13:56:06,958494bcfa41,/products/new
EVT000007896,17344174-47f3-4d68-8483-a81fb7df2752,morgan.torres1218@gmail.com,checkout_complete,2025-10-21T04:47:30,a6e1d10ac7f4,/cart/products
EVT000007897,cd2782c8-e43a-4771-a189-35454992506c,Sam.Moore106@hey.com,page_view,2025-07-27T22:17:05,883e457ec427,/category/outerwear
EVT000007898,b344b933-7dd7-43d3-b50e-b4c954b60a5f,,checkout_complete,2025-12-31T15:32:03,628add0a88c7,/wishlist/footwear
EVT000007899,22d44e45-f4fe-4deb-b3c3-e81d75c75e88,Noor.Taylor433@fastmail.com,add_to_cart,2024-12-14T01:07:36,43d2b3f49ec6,/account/support
EVT000007900,bb6837d4-37e7-4603-a358-e0aac01a4b41,QUINN.MILLER721@OUTLOOK.COM,checkout_complete,2026-01-06T20:26:53,76a6ba6d8934,/sale/account
EVT000007901,efab3567-9393-4bce-a794-eb04ef984d06,,page_view,2025-12-06T22:45:30,91cb9b36c819,/women/checkout
EVT000007902,b2a48b16-c3de-423b-8df4-846c77d34788,,checkout_start,2026-01-16T06:43:43,920f169694e1,/deals/checkout
EVT000007903,4d373f28-d16d-4fdd-a18d-a7a90d42f2e7,WEI.YOUNG1566@DUCK.COM,checkout_complete,2024-05-08T23:59:00,bc12c73d1312,/men/men
EVT000007904,43b2da3f-e227-48fe-b146-ada5e5cbf594,,add_to_cart,2025-10-20T01:15:26,4cf2f4e8faff,/category/accessories
EVT000007905,0d3b3418-76f8-45be-a60a-1772c50a8b3f,diego.rodriguez1272@fastmail.com,add_to_cart,2024-12-11T11:41:04,fda045920b30,/blog/cart
EVT000007906,6aada8f8-81fd-4e45-b459-a48f04653be5,,checkout_start,2025-05-17T12:36:30,c40db727f9cb,/search/sale
EVT000007907,15dbb7d5-0882-4a15-bbe6-5c8778cde140,,search,2025-02-27T20:41:22,b58fb90c87f8,/footwear/checkout
EVT000007908,8e69d90f-9351-4b86-893a-d704dec76705,,search,2024-02-26T00:35:34,6745d7ef1eaf,/women/checkout
EVT000007909,7889dbfc-429c-4a10-aadc-304725cc16b2,rowan.wilson1605@fastmail.com,checkout_start,2026-01-31T07:08:42,fec58f0ccb62,/products/wishlist
EVT000007910,57813486-90a0-46f6-b6f6-59ce10743489,,checkout_start,2024-11-05T01:12:15,1b9c5ae8dbe8,/deals/men
EVT000007911,617cfe2c-7ffe-4a3b-b850-a187d2a3b7a8,,checkout_complete,2024-03-18T17:24:49,6d51ac8957c4,/men/support
EVT000007912,c3f4694c-ff57-49f2-bd86-1b1aadc85b38,,checkout_complete,2025-09-15T23:23:06,6aba53af6034,/new/wishlist
EVT000007913,dffa7c2d-b1e9-447c-9c3a-6b36c484a6db,Casey.Perez1487@icloud.com,page_view,2025-07-30T17:47:22,136f454ee19e,/new/search
EVT000007914,1ca0ef81-a438-46a3-aeed-61a3575d8987,,search,2025-09-11T01:49:20,353223943a94,/wishlist/support
EVT000007915,b8768de7-efc6-49d9-941e-22fdd9557e9d,,page_view,2024-04-05T19:08:29,a49390cdd629,/new/men
EVT000007916,8472b425-dbeb-4f84-899b-e98c0942ef4a,,checkout_start,2026-04-09T16:40:33,106cb6c70f5a,/support/deals
EVT000007917,61744c86-523d-4ef9-8da8-a3e3da99b88b,,page_view,2025-10-19T08:19:19,95b5ef83b6fa,/women/support
