order_id,customer_email,order_timestamp,gross_amount,discount_amount,net_amount,channel,status
ORD00001831,wei.rossi575@fastmail.com,2025-09-08T13:35:37,148.07,29.61,118.46,paid_search,completed
ORD00001832,cameron.anderson901832@duck.com,2026-02-05T02:02:57,51.21,0.0,51.21,direct,completed
ORD00001833,HAYDEN.RODRIGUEZ1774@OUTLOOK.COM,2025-03-02T04:26:40,234.75,46.95,187.8,social,completed
ORD00001834,Zoe.Lopez441@fastmail.com,2025-09-23T01:00:34,128.11,25.62,102.49,social,delivered
ORD00001835,sana.adams1130@protonmail.com,2024-09-22T19:03:08,96.54,0.0,96.54,direct,delivered
ORD00001836,morgan.johnson291@protonmail.com,2025-05-19T21:43:00,320.97,0.0,320.97,referral,completed
ORD00001837,diego.rossi729@gmail.com,2024-06-23T20:54:08,85.88,0.0,85.88,direct,completed
ORD00001838,Logan.Wright901838@yahoo.com,2024-12-31T09:10:52,158.5,31.7,126.8,direct,delivered
ORD00001839,ezra.robinson400@fastmail.com,2024-10-26T01:14:17,63.7,0.0,63.7,direct,test
ORD00001840,maya.jackson482@hey.com,2025-11-12T22:12:04,136.97,0.0,136.97,social,completed
ORD00001841,cameron.cohen1511@duck.com,2025-02-16T19:50:20,47.92,0.0,47.92,social,completed
ORD00001842,maya.cohen466@yahoo.com,2025-06-01T04:01:16,130.64,0.0,130.64,direct,shipped
ORD00001843,leo.patel532@fastmail.com,2025-04-14T00:00:28,16.63,0.0,16.63,organic_search,completed
ORD00001844,kendall.robinson162@duck.com,2024-10-03T22:06:42,197.26,0.0,197.26,referral,shipped
ORD00001845,mira.hernandez148@protonmail.com,2025-08-15T04:30:27,54.62,0.0,54.62,social,completed
ORD00001846,leo.allen155@outlook.com,2024-09-15T11:19:00,148.89,0.0,148.89,email,completed
ORD00001847,SAGE.COHEN718@HEY.COM,2024-09-29T13:14:52,263.41,52.68,210.73,paid_search,completed
ORD00001848,julia.thomas901848@duck.com,2025-02-18T15:24:15,285.33,0.0,285.33,email,completed
ORD00001849,luna.patel644@protonmail.com,2025-06-09T00:09:20,298.95,0.0,298.95,referral,shipped
ORD00001850,ELENA.TORRES472@ICLOUD.COM,2024-05-13T23:00:00,46.06,4.61,41.45,referral,completed
ORD00001851,JORDAN.KIM306@ICLOUD.COM,2026-03-22T22:09:09,141.1,28.22,112.88,social,completed
ORD00001852,Blair.Lewis1334@icloud.com,2025-11-22T07:34:33,264.15,0.0,264.15,social,completed
ORD00001853,Wei.Jackson1347@protonmail.com,2024-03-26T23:46:34,330.67,0.0,330.67,referral,completed
ORD00001854,felix.wilson901854@protonmail.com,2024-05-12T02:17:10,151.14,0.0,151.14,organic_search,completed
ORD00001855,sana.jackson1645@yahoo.com,2025-02-07T07:23:50,301.8,0.0,301.8,paid_search,delivered
ORD00001856,elena.khan1150@icloud.com,2026-01-06T02:49:33,287.34,0.0,287.34,organic_search,completed
ORD00001857,jamie.clark1900@yahoo.com,2025-06-05T00:01:19,308.55,0.0,308.55,email,delivered
ORD00001858,devon.martin901858@hey.com,2025-05-26T13:18:32,113.38,0.0,113.38,referral,shipped
ORD00001859,JORDAN.MILLER1429@HEY.COM,2025-11-06T22:34:11,58.69,0.0,58.69,paid_search,completed
ORD00001860,ALEX.GONZALEZ1980@GMAIL.COM,2024-04-13T19:51:36,232.2,23.22,208.98,paid_search,shipped
ORD00001861,kendall.king1603@outlook.com,2025-05-10T10:21:26,211.0,0.0,211.0,email,shipped
ORD00001862,diego.miller1128@yahoo.com,2024-09-09T03:12:48,156.56,31.31,125.25,direct,completed
ORD00001863,Ivan.Hernandez1399@duck.com,2024-03-23T08:45:33,45.32,0.0,45.32,social,completed
ORD00001864,riley.torres1458@icloud.com,2025-06-08T19:37:16,165.24,0.0,165.24,referral,completed
ORD00001865,MORGAN.MUELLER1789@PROTONMAIL.COM,2025-04-13T17:31:03,202.41,0.0,202.41,referral,completed
ORD00001866,Jamie.Cohen1445@gmail.com,2025-01-15T22:35:31,119.98,0.0,119.98,paid_search,delivered
ORD00001867,ivan.perez436@icloud.com,2026-04-10T21:35:30,286.24,0.0,286.24,social,delivered
ORD00001868,riley.patel901868@icloud.com,2024-08-03T04:26:28,153.88,0.0,153.88,social,shipped
ORD00001869,theo.davis901869@outlook.com,2024-07-20T18:49:24,310.98,0.0,310.98,direct,shipped
ORD00001870,sana.wright901870@protonmail.com,2024-01-04T03:38:56,178.36,35.67,142.69,organic_search,shipped
ORD00001871,AMARA.SINGH615@FASTMAIL.COM,2025-02-04T11:17:54,100.28,0.0,100.28,organic_search,delivered
ORD00001872,taylor.taylor1552@icloud.com,2025-07-18T06:36:02,283.08,0.0,283.08,referral,shipped
ORD00001873,Logan.Martin1498@duck.com,2026-03-12T20:35:45,322.28,0.0,322.28,referral,shipped
ORD00001874,ravi.young901874@protonmail.com,2026-02-08T20:26:57,168.59,0.0,168.59,social,completed
ORD00001875,julia.miller697@duck.com,2025-06-03T08:53:11,327.03,0.0,327.03,organic_search,delivered
ORD00001876,JORDAN.WILLIAMS1127@DUCK.COM,2024-09-14T20:49:14,151.07,30.21,120.86,direct,shipped
ORD00001877,Jordan.Singh843@hey.com,2024-08-18T12:50:52,196.28,0.0,196.28,referral,delivered
ORD00001878,nora.nakamura901878@fastmail.com,2025-09-28T16:57:23,117.99,23.6,94.39,paid_search,completed
ORD00001879,nora.flores386@outlook.com,2026-01-03T19:50:50,18.22,3.64,14.58,organic_search,completed
ORD00001880,leo.jackson1590@yahoo.com,2026-03-06T13:03:52,266.86,26.69,240.17,referral,shipped
ORD00001881,jordan.harris1923@protonmail.com,2024-09-12T02:36:59,27.26,0.0,27.26,direct,delivered
ORD00001882,hana.williams1033@hey.com,2024-08-28T02:03:44,240.25,24.03,216.22,social,delivered
ORD00001883,JAMIE.SANCHEZ838@HEY.COM,2024-09-30T09:50:43,221.26,0.0,221.26,organic_search,completed
ORD00001884,Sage.Lewis550@fastmail.com,2025-09-05T13:27:32,121.08,0.0,121.08,social,completed
ORD00001885,Kai.Sanchez183@icloud.com,2026-03-02T23:53:05,68.65,0.0,68.65,social,completed
ORD00001886,logan.davis1182@duck.com,2024-03-03T16:39:42,79.93,0.0,79.93,paid_search,completed
ORD00001887,taylor.anderson1996@fastmail.com,2024-12-16T17:14:40,34.55,0.0,34.55,referral,completed
ORD00001888,DIEGO.ALLEN1951@DUCK.COM,2025-11-19T15:28:28,89.6,0.0,89.6,direct,completed
ORD00001889,Zoe.Kim901889@protonmail.com,2024-03-01T22:19:00,260.37,0.0,260.37,email,delivered
ORD00001890,hana.hill1325@gmail.com,2025-12-23T07:52:17,148.9,14.89,134.01,email,completed
ORD00001891,julia.martinez409@hey.com,2024-02-08T09:44:49,35.72,0.0,35.72,paid_search,shipped
ORD00001892,maya.taylor427@protonmail.com,2026-02-04T04:13:35,160.55,0.0,160.55,email,delivered
ORD00001893,Diego.Clark901893@yahoo.com,2026-03-18T05:24:53,92.34,0.0,92.34,paid_search,completed
ORD00001894,maya.gonzalez1537@gmail.com,2024-06-07T11:06:02,26.84,0.0,26.84,referral,completed
ORD00001895,theo.jackson1419@hey.com,2024-08-09T11:34:42,234.42,0.0,234.42,organic_search,shipped
ORD00001896,sam.walker404@yahoo.com,2024-11-01T11:45:06,243.74,48.75,194.99,direct,completed
ORD00001897,Riley.Walker1299@outlook.com,2024-05-08T03:25:55,57.84,5.78,52.06,direct,completed
ORD00001898,mateo.singh448@hey.com,2026-03-24T15:22:00,283.32,0.0,283.32,referral,shipped
ORD00001899,nora.patel901899@hey.com,2025-08-22T21:11:05,114.09,0.0,114.09,email,completed
ORD00001900,jordan.moore1002@yahoo.com,2026-04-17T21:31:12,280.17,28.02,252.15,direct,shipped
ORD00001901,diego.taylor661@gmail.com,2024-08-13T23:29:58,225.8,22.58,203.22,paid_search,delivered
ORD00001902,rowan.walker1084@gmail.com,2024-11-13T04:18:56,103.13,0.0,103.13,direct,completed
ORD00001903,blair.scott1171@fastmail.com,2025-12-10T15:16:04,220.56,44.11,176.45,social,delivered
ORD00001904,devon.taylor1387@duck.com,2025-08-01T08:08:35,22.66,0.0,22.66,organic_search,completed
ORD00001905,yuki.mueller1688@icloud.com,2025-06-20T15:08:09,282.29,0.0,282.29,referral,completed
ORD00001906,julia.nakamura23@fastmail.com,2025-11-05T19:39:47,308.78,61.76,247.02,social,completed
ORD00001907,devon.young937@protonmail.com,2025-04-07T09:43:50,180.56,18.06,162.5,organic_search,delivered
ORD00001908,owen.perez1089@protonmail.com,2024-08-09T02:17:38,202.44,0.0,202.44,referral,completed
ORD00001909,sana.martinez685@gmail.com,2024-08-15T19:00:00,301.93,30.19,271.74,paid_search,completed
ORD00001910,theo.taylor1555@fastmail.com,2025-11-17T06:14:16,113.81,22.76,91.05,referral,completed
ORD00001911,avery.kim526@hey.com,2025-03-24T23:50:00,17.42,3.48,13.94,direct,completed
ORD00001912,Hana.Hernandez891@duck.com,2025-07-25T16:04:42,81.46,8.15,73.31,organic_search,completed
ORD00001913,Jordan.Kim306@icloud.com,2024-05-21T10:12:34,20.26,0.0,20.26,referral,shipped
ORD00001914,maya.patel901914@hey.com,2024-09-17T13:58:49,132.56,13.26,119.3,referral,completed
ORD00001915,diego.lee1693@hey.com,2024-11-13T16:30:09,110.5,22.1,88.4,social,completed
ORD00001916,blair.gonzalez133@protonmail.com,2025-08-31T01:49:41,16.7,0.0,16.7,direct,delivered
ORD00001917,zoe.singh1123@hey.com,2025-09-07T16:16:05,256.2,0.0,256.2,referral,completed
ORD00001918,LEO.ALLEN623@FASTMAIL.COM,2025-11-25T19:35:06,274.14,54.83,219.31,direct,completed
ORD00001919,jordan.hernandez1052@gmail.com,2025-07-18T00:07:47,226.08,0.0,226.08,organic_search,shipped
ORD00001920,Parker.Wilson1611@hey.com,2024-02-06T01:17:24,215.82,21.58,194.24,organic_search,completed
ORD00001921,julia.cohen901921@fastmail.com,2024-06-15T21:44:25,19.85,0.0,19.85,social,completed
ORD00001922,mateo.rodriguez1968@hey.com,2025-04-11T06:17:36,100.41,10.04,90.37,paid_search,completed
ORD00001923,diego.singh1573@duck.com,2024-03-29T11:35:59,264.31,0.0,264.31,paid_search,delivered
ORD00001924,zoe.moore679@icloud.com,2025-06-19T13:58:35,322.66,0.0,322.66,direct,delivered
ORD00001925,Quinn.Hill620@yahoo.com,2025-11-18T11:11:05,45.34,9.07,36.27,direct,shipped
ORD00001926,sana.singh1669@icloud.com,2024-03-08T09:55:20,218.09,21.81,196.28,direct,completed
ORD00001927,sana.rossi809@fastmail.com,2025-05-17T08:06:43,34.35,0.0,34.35,organic_search,delivered
ORD00001928,julia.singh1697@hey.com,2025-03-11T14:46:12,146.75,29.35,117.4,referral,completed
ORD00001929,sana.khan1791@outlook.com,2025-01-25T03:00:11,192.01,38.4,153.61,email,completed
ORD00001930,morgan.patel209@icloud.com,2025-08-27T02:20:39,25.78,0.0,25.78,direct,completed
ORD00001931,riley.walker92@yahoo.com,2025-04-27T02:21:52,155.57,0.0,155.57,social,completed
ORD00001932,mira.jackson120@duck.com,2025-09-17T01:06:46,101.95,0.0,101.95,social,delivered
ORD00001933,Parker.Hernandez1518@hey.com,2025-10-23T19:31:17,42.16,0.0,42.16,organic_search,completed
ORD00001934,cameron.rossi901934@hey.com,2025-06-29T11:44:24,199.67,19.97,179.7,referral,completed
ORD00001935,leo.flores1849@fastmail.com,2024-03-06T20:58:43,278.92,0.0,278.92,organic_search,delivered
ORD00001936,ravi.brown443@gmail.com,2026-04-24T18:38:00,154.35,15.44,138.91,organic_search,completed
ORD00001937,Jordan.Moore646@duck.com,2024-02-10T06:04:22,71.06,0.0,71.06,social,delivered
ORD00001938,Cameron.Mueller1793@gmail.com,2024-04-16T12:50:40,76.76,0.0,76.76,email,completed
ORD00001939,morgan.harris901939@gmail.com,2024-05-20T18:25:26,215.24,43.05,172.19,direct,completed
ORD00001940,maya.young821@duck.com,2025-08-03T11:41:51,27.12,0.0,27.12,email,completed
ORD00001941,Maya.Moore1514@outlook.com,2024-12-11T19:32:51,294.16,58.83,235.33,social,completed
ORD00001942,quinn.robinson1628@outlook.com,2024-04-29T07:25:12,176.81,35.36,141.45,organic_search,delivered
ORD00001943,Stella.Anderson901943@yahoo.com,2025-07-22T00:03:33,20.79,0.0,20.79,direct,completed
ORD00001944,jamie.anderson901944@yahoo.com,2024-10-29T11:26:12,108.62,0.0,108.62,paid_search,completed
ORD00001945,Mira.Scott1929@duck.com,2025-02-15T22:52:04,28.85,0.0,28.85,paid_search,completed
ORD00001946,theo.allen901946@fastmail.com,2025-06-25T18:35:13,144.09,14.41,129.68,email,shipped
ORD00001947,morgan.taylor139@outlook.com,2024-10-08T15:50:30,318.21,0.0,318.21,referral,completed
ORD00001948,MAYA.HILL901948@FASTMAIL.COM,2025-10-28T22:26:31,121.53,0.0,121.53,paid_search,delivered
ORD00001949,leo.green1702@outlook.com,2026-04-22T00:48:21,42.43,0.0,42.43,referral,completed
ORD00001950,Amara.Lewis1258@fastmail.com,2024-12-10T07:47:08,80.55,0.0,80.55,email,delivered
ORD00001951,Avery.Davis1189@hey.com,2024-07-29T17:41:54,34.96,0.0,34.96,paid_search,completed
ORD00001952,parker.adams698@gmail.com,2026-02-23T07:51:33,249.87,0.0,249.87,organic_search,shipped
ORD00001953,Theo.Lewis1168@hey.com,2024-03-16T04:34:03,338.91,0.0,338.91,organic_search,completed
ORD00001954,ezra.rossi1545@protonmail.com,2024-12-03T08:01:35,280.52,0.0,280.52,direct,completed
ORD00001955,zoe.patel1928@outlook.com,2024-01-21T16:56:40,99.81,9.98,89.83,organic_search,completed
ORD00001956,SANA.JOHNSON1023@FASTMAIL.COM,2025-02-02T16:46:06,27.78,5.56,22.22,paid_search,delivered
ORD00001957,jordan.torres574@hey.com,2025-07-01T10:18:34,25.0,2.5,22.5,organic_search,completed
ORD00001958,jordan.davis1867@protonmail.com,2025-10-05T01:57:14,292.28,29.23,263.05,email,shipped
ORD00001959,noor.walker451@icloud.com,2026-04-28T18:35:55,321.38,0.0,321.38,direct,shipped
ORD00001960,JORDAN.PEREZ1245@YAHOO.COM,2024-05-01T10:32:21,117.19,23.44,93.75,referral,test
ORD00001961,BLAIR.WALKER930@GMAIL.COM,2025-11-19T06:34:14,319.08,0.0,319.08,email,delivered
ORD00001962,Avery.Nguyen831@yahoo.com,2024-05-12T22:28:42,309.18,0.0,309.18,paid_search,shipped
ORD00001963,kendall.allen901963@yahoo.com,2025-09-14T16:55:43,56.36,0.0,56.36,referral,delivered
ORD00001964,theo.miller1856@duck.com,2025-08-24T20:05:00,58.37,5.84,52.53,social,shipped
ORD00001965,Felix.Nguyen1574@fastmail.com,2025-09-11T20:27:01,160.85,0.0,160.85,email,completed
ORD00001966,maya.lopez1927@hey.com,2025-10-03T16:09:08,176.84,0.0,176.84,organic_search,shipped
ORD00001967,Elena.Johnson1019@fastmail.com,2025-04-03T19:32:07,30.01,0.0,30.01,email,shipped
ORD00001968,drew.miller901968@yahoo.com,2025-02-28T21:25:51,75.07,0.0,75.07,email,shipped
ORD00001969,hana.davis1@outlook.com,2026-03-22T15:29:04,295.62,0.0,295.62,direct,completed
ORD00001970,stella.hernandez221@outlook.com,2024-03-28T20:54:30,128.73,0.0,128.73,organic_search,completed
ORD00001971,owen.brown1571@hey.com,2024-07-03T21:38:56,187.54,0.0,187.54,social,test
ORD00001972,elena.lewis1698@yahoo.com,2025-03-23T15:11:48,237.4,0.0,237.4,paid_search,completed
ORD00001973,Casey.Robinson174@outlook.com,2025-02-24T18:40:13,322.0,0.0,322.0,referral,completed
ORD00001974,Mira.Garcia901974@protonmail.com,2026-04-16T03:21:24,325.29,32.53,292.76,direct,completed
ORD00001975,ivan.harris1300@protonmail.com,2026-01-18T07:34:43,213.23,42.65,170.58,paid_search,completed
ORD00001976,jordan.martin304@icloud.com,2024-06-27T06:27:37,158.07,31.61,126.46,paid_search,completed
ORD00001977,mateo.robinson1925@protonmail.com,2026-03-14T04:50:02,42.07,0.0,42.07,referral,test
ORD00001978,skyler.king1394@duck.com,2024-08-21T22:55:00,303.61,0.0,303.61,social,shipped
ORD00001979,Quinn.Anderson1262@protonmail.com,2025-11-07T02:08:55,286.61,0.0,286.61,email,shipped
ORD00001980,julia.white901980@yahoo.com,2025-04-11T19:44:17,183.26,36.65,146.61,paid_search,shipped
ORD00001981,parker.lee305@hey.com,2025-04-03T22:20:27,265.53,0.0,265.53,referral,completed
ORD00001982,taylor.lopez1841@duck.com,2026-03-28T17:06:59,-242.65,0.0,-242.65,direct,refunded
ORD00001983,kendall.martinez511@yahoo.com,2025-07-21T19:41:56,92.18,18.44,73.74,paid_search,shipped
ORD00001984,priya.rodriguez536@yahoo.com,2026-01-04T11:49:30,160.77,16.08,144.69,referral,completed
ORD00001985,reese.miller1986@fastmail.com,2025-05-13T13:59:29,251.77,50.35,201.42,social,completed
ORD00001986,hana.davis967@fastmail.com,2024-04-22T05:52:09,244.14,0.0,244.14,referral,delivered
ORD00001987,hayden.wilson388@outlook.com,2024-07-30T16:17:41,147.7,0.0,147.7,referral,shipped
ORD00001988,Taylor.Thompson1457@hey.com,2024-05-07T16:37:12,101.07,0.0,101.07,paid_search,test
ORD00001989,Ezra.Flores31@hey.com,2024-05-06T18:59:48,107.92,0.0,107.92,email,delivered
ORD00001990,emerson.flores626@fastmail.com,2025-12-17T16:46:40,119.48,0.0,119.48,paid_search,delivered
ORD00001991,Morgan.Clark198@gmail.com,2025-07-17T00:10:06,90.97,0.0,90.97,email,shipped
ORD00001992,Parker.Harris885@protonmail.com,2025-12-27T02:03:12,24.54,0.0,24.54,organic_search,completed
ORD00001993,luna.williams617@outlook.com,2026-02-10T00:41:18,137.04,27.41,109.63,referral,delivered
ORD00001994,riley.martinez1283@gmail.com,2026-04-04T09:17:52,190.37,0.0,190.37,social,completed
ORD00001995,avery.rodriguez901995@fastmail.com,2024-08-26T08:53:45,182.21,0.0,182.21,paid_search,completed
ORD00001996,KENDALL.NAKAMURA1005@HEY.COM,2024-03-10T23:04:18,334.11,0.0,334.11,paid_search,completed
ORD00001997,nora.mueller1783@protonmail.com,2025-02-14T04:04:29,201.51,20.15,181.36,organic_search,completed
ORD00001998,Ravi.Martin639@protonmail.com,2026-03-27T02:51:21,88.15,8.82,79.33,direct,shipped
ORD00001999,ivan.kim1758@icloud.com,2024-01-10T21:46:38,168.78,0.0,168.78,social,completed
ORD00002000,elena.walker7@outlook.com,2025-11-28T22:24:04,141.5,0.0,141.5,paid_search,delivered
ORD00002001,Parker.Rodriguez246@gmail.com,2024-10-08T03:37:28,278.79,55.76,223.03,paid_search,completed
ORD00002002,mira.cohen1031@gmail.com,2026-04-14T11:42:25,70.29,14.06,56.23,email,completed
ORD00002003,Mateo.Thomas1450@fastmail.com,2024-11-15T23:52:53,81.18,0.0,81.18,email,completed
ORD00002004,ravi.singh1717@outlook.com,2024-09-15T00:38:50,236.86,0.0,236.86,social,shipped
ORD00002005,sam.clark559@protonmail.com,2024-12-25T19:09:42,46.66,0.0,46.66,email,completed
ORD00002006,nora.walker696@yahoo.com,2025-03-06T11:40:50,208.72,41.74,166.98,organic_search,delivered
ORD00002007,Ivan.Williams1761@outlook.com,2025-06-30T00:16:45,47.86,0.0,47.86,paid_search,shipped
ORD00002008,ravi.garcia957@gmail.com,2024-05-17T05:51:40,173.74,0.0,173.74,email,completed
ORD00002009,jamie.scott516@protonmail.com,2026-04-01T19:33:49,46.77,4.68,42.09,referral,completed
ORD00002010,hana.torres902010@fastmail.com,2025-02-04T19:16:18,70.92,14.18,56.74,paid_search,completed
ORD00002011,drew.kim902011@hey.com,2025-09-03T20:48:02,127.71,12.77,114.94,paid_search,shipped
ORD00002012,jordan.taylor1008@protonmail.com,2025-07-22T17:28:01,205.27,0.0,205.27,direct,completed
ORD00002013,sage.scott632@hey.com,2025-02-02T23:38:20,349.47,0.0,349.47,direct,delivered
ORD00002014,taylor.nakamura1121@gmail.com,2025-04-07T14:02:52,75.02,7.5,67.52,paid_search,delivered
ORD00002015,Theo.White1391@gmail.com,2025-09-22T18:21:16,53.52,0.0,53.52,organic_search,completed
ORD00002016,mateo.hill217@outlook.com,2026-03-27T15:08:12,338.95,0.0,338.95,email,completed
ORD00002017,wei.cohen514@duck.com,2024-08-30T18:41:04,268.98,0.0,268.98,direct,completed
ORD00002018,casey.perez1487@icloud.com,2025-09-03T17:11:01,47.58,4.76,42.82,email,delivered
ORD00002019,amara.hernandez1718@gmail.com,2024-05-19T03:07:52,129.78,12.98,116.8,paid_search,completed
ORD00002020,JULIA.JACKSON1255@ICLOUD.COM,2025-08-14T16:36:38,169.7,0.0,169.7,social,completed
ORD00002021,parker.lewis807@yahoo.com,2024-10-08T12:34:26,270.16,27.02,243.14,paid_search,completed
ORD00002022,iris.lewis117@fastmail.com,2025-08-24T02:41:15,205.15,20.52,184.63,paid_search,completed
ORD00002023,sam.harris960@icloud.com,2025-07-19T12:14:54,136.24,13.62,122.62,direct,shipped
ORD00002024,hayden.anderson242@outlook.com,2025-06-05T09:40:16,118.27,23.65,94.62,organic_search,shipped
ORD00002025,logan.jackson421@gmail.com,2024-10-11T02:31:55,259.6,25.96,233.64,organic_search,delivered
ORD00002026,nora.walker696@yahoo.com,2026-04-12T17:02:50,305.61,61.12,244.49,social,completed
ORD00002027,ezra.thompson902027@duck.com,2025-06-22T16:28:54,182.82,18.28,164.54,direct,completed
ORD00002028,reese.ramirez902028@protonmail.com,2026-02-09T19:05:19,32.11,3.21,28.9,paid_search,shipped
ORD00002029,wei.jackson1347@protonmail.com,2025-06-28T17:11:09,214.17,0.0,214.17,referral,shipped
ORD00002030,sage.king793@outlook.com,2025-02-06T18:46:08,289.45,0.0,289.45,social,completed
ORD00002031,Jamie.Martinez1286@yahoo.com,2025-01-05T16:09:09,107.15,10.72,96.43,email,completed
ORD00002032,mateo.hernandez265@gmail.com,2025-07-20T07:13:02,95.85,9.58,86.27,paid_search,completed
ORD00002033,felix.garcia558@gmail.com,2026-03-25T08:16:30,219.73,0.0,219.73,paid_search,completed
ORD00002034,taylor.scott55@icloud.com,2025-06-26T18:29:16,108.69,0.0,108.69,social,completed
ORD00002035,emerson.scott442@gmail.com,2026-04-09T00:57:22,139.58,13.96,125.62,direct,delivered
ORD00002036,emerson.wright833@hey.com,2025-04-15T14:33:56,341.97,68.39,273.58,organic_search,completed
ORD00002037,riley.davis59@yahoo.com,2025-12-13T09:46:29,85.03,0.0,85.03,organic_search,shipped
ORD00002038,LEO.KIM1660@FASTMAIL.COM,2025-02-04T02:49:28,295.87,0.0,295.87,organic_search,completed
ORD00002039,kendall.young1057@yahoo.com,2026-04-07T22:18:06,166.41,33.28,133.13,social,completed
ORD00002040,zoe.jackson902040@hey.com,2025-09-04T04:57:06,304.36,0.0,304.36,paid_search,completed
ORD00002041,reese.nguyen902041@duck.com,2025-06-05T10:50:46,214.2,0.0,214.2,referral,delivered
ORD00002042,parker.gonzalez1670@duck.com,2024-05-17T22:15:15,22.08,2.21,19.87,social,delivered
ORD00002043,morgan.mueller1789@protonmail.com,2024-06-27T14:56:23,146.23,29.25,116.98,email,shipped
ORD00002044,drew.king1298@icloud.com,2026-03-16T06:13:14,80.76,0.0,80.76,organic_search,completed
ORD00002045,reese.hernandez1821@hey.com,2025-07-30T15:31:02,105.31,10.53,94.78,direct,completed
ORD00002046,NOOR.NAKAMURA1655@FASTMAIL.COM,2024-10-11T22:31:24,-152.31,0.0,-152.31,social,refunded
ORD00002047,quinn.chen1081@outlook.com,2025-11-03T04:42:56,268.33,0.0,268.33,social,delivered
ORD00002048,DREW.LEE245@ICLOUD.COM,2024-10-10T05:52:56,95.12,9.51,85.61,organic_search,delivered
ORD00002049,emerson.ramirez384@yahoo.com,2025-01-28T21:09:49,136.91,27.38,109.53,direct,completed
ORD00002050,taylor.allen1978@outlook.com,2025-01-20T23:16:40,181.91,36.38,145.53,social,test
ORD00002051,mateo.chen902051@gmail.com,2024-04-12T17:48:35,269.1,26.91,242.19,referral,completed
ORD00002052,kai.nakamura547@yahoo.com,2024-02-25T15:11:28,338.48,67.7,270.78,paid_search,completed
ORD00002053,riley.rodriguez1496@fastmail.com,2024-10-31T21:45:45,284.85,0.0,284.85,email,completed
ORD00002054,CAMERON.JACKSON886@DUCK.COM,2025-05-25T09:43:32,236.08,0.0,236.08,email,delivered
ORD00002055,owen.singh378@protonmail.com,2024-01-16T08:45:34,78.36,7.84,70.52,direct,delivered
ORD00002056,Hana.Mueller1358@icloud.com,2025-02-02T04:37:53,97.31,0.0,97.31,social,delivered
ORD00002057,sana.lee1278@protonmail.com,2025-02-18T17:44:07,332.64,0.0,332.64,organic_search,delivered
ORD00002058,hana.hill902058@icloud.com,2024-10-16T05:40:46,340.53,0.0,340.53,social,completed
ORD00002059,Julia.Harris1730@yahoo.com,2025-06-15T17:02:50,66.76,13.35,53.41,direct,completed
ORD00002060,ravi.white325@outlook.com,2024-02-28T15:56:58,316.14,63.23,252.91,direct,shipped
ORD00002061,mateo.singh448@hey.com,2024-09-13T12:35:04,319.94,0.0,319.94,social,completed
ORD00002062,Priya.Robinson902062@outlook.com,2025-03-03T11:23:53,284.71,0.0,284.71,paid_search,completed
ORD00002063,Priya.Rodriguez902063@yahoo.com,2025-07-09T00:27:39,87.03,17.41,69.62,email,test
ORD00002064,maya.sanchez410@outlook.com,2026-04-05T23:12:54,61.91,0.0,61.91,referral,delivered
ORD00002065,mira.clark1860@outlook.com,2026-03-31T18:08:52,307.95,0.0,307.95,direct,completed
ORD00002066,Sage.Lee902066@protonmail.com,2024-12-03T21:31:44,321.6,0.0,321.6,social,shipped
ORD00002067,elena.mueller1812@hey.com,2026-03-27T05:38:41,330.29,0.0,330.29,email,completed
ORD00002068,amara.wilson670@protonmail.com,2024-06-12T01:51:44,140.54,0.0,140.54,direct,completed
ORD00002069,Emerson.Ramirez384@yahoo.com,2024-08-02T12:06:55,161.26,0.0,161.26,paid_search,completed
ORD00002070,Owen.Singh378@protonmail.com,2025-07-21T05:01:18,231.58,23.16,208.42,direct,completed
ORD00002071,sam.adams693@outlook.com,2025-01-13T12:59:16,32.97,6.59,26.38,organic_search,delivered
ORD00002072,taylor.harris621@hey.com,2026-02-18T12:45:25,166.92,0.0,166.92,referral,completed
ORD00002073,owen.brown1560@protonmail.com,2025-03-13T15:27:58,211.04,0.0,211.04,referral,completed
ORD00002074,elena.robinson278@gmail.com,2025-03-23T13:24:05,151.42,0.0,151.42,organic_search,completed
ORD00002075,Reese.Perez1910@hey.com,2025-07-14T23:13:35,131.13,0.0,131.13,direct,completed
ORD00002076,owen.nakamura681@protonmail.com,2024-04-30T20:42:22,302.7,60.54,242.16,referral,completed
ORD00002077,iris.martin1589@yahoo.com,2025-11-25T10:24:59,272.16,27.22,244.94,referral,shipped
ORD00002078,Iris.Nakamura1176@protonmail.com,2025-07-28T16:15:44,110.1,0.0,110.1,paid_search,shipped
ORD00002079,Jamie.Garcia590@icloud.com,2025-01-20T18:01:10,176.65,17.67,158.98,direct,shipped
ORD00002080,Hana.Rossi583@protonmail.com,2025-07-19T17:54:58,215.95,0.0,215.95,direct,delivered
ORD00002081,devon.lee852@fastmail.com,2025-02-15T21:34:07,323.88,0.0,323.88,social,completed
ORD00002082,Parker.Adams698@gmail.com,2026-01-28T23:32:36,54.33,0.0,54.33,email,completed
ORD00002083,skyler.chen902083@duck.com,2025-02-13T08:16:03,224.06,0.0,224.06,social,completed
ORD00002084,quinn.allen902084@yahoo.com,2025-09-09T04:26:50,135.75,0.0,135.75,email,completed
ORD00002085,iris.sanchez413@icloud.com,2026-02-10T04:29:24,318.64,0.0,318.64,organic_search,completed
